Tweet,closed_probs,closed_open
No problem!,0.9814587774013281,0
"Hi there, Séamus. The videos are captioned - click the ""CC"" button (Closed Captions) in the bottom of the video while its playing to enable the captions. I hope this helps...",0.8449560982618844,0
Evacuation Orders - https://socoemergency.org/fire-info/ pic.twitter.com/Dk0ejAeOeb,0.6653531491702194,1
Of course!,0.9521650709997472,0
"(Update 54, 11:16 am) #KincadeFire Air attack requesting two additional type 1 tankers.",0.8039889476095027,0
https://www.patreon.com/posts/31201980,0.9765356953511429,0
"28 de octubre 12:00 PM Información de la carretera US HWY 101 está ABIERTO en dirección norte y sur Las salidas aún están cerradas en las áreas evacuadas. Si debe viajar por el condado de Sonoma, esté preparado para NO salir entre Airport Blvd y Cloverdale.",0.9929185315983017,0
Your welcome!,0.9657888522485074,0
Finley Community Center now evacuated. Please do not go there.,0.9630247903224788,0
"11/26/19 11:30 new evac warning for city of Santa Rosa. The warning includes all areas north of Guerneville Road, Steele Lane, Lewis Road, Chanate Road, Montecito Avenue, Montecito Boulevard to the northern city limits between the western city limits to Calistoga Road.",0.6339389685592294,0
"View the interactive map for current evacuation boundaries, evacuation centers, power shut-off areas. Vea el mapa interactivo para ver los límites actuales de evacuación, los centros de evacuación, las áreas de corte de energía. https://bit.ly/2Vr7nD9 #KincadeFirepic.twitter.com/nsf6fVBV08",0.9817129784768178,0
No problem!,0.9814587774013281,0
Have a happy and safe #Halloween from CAL FIRE!pic.twitter.com/yAjMWFCyMB,0.6343591603338332,0
"#KincadeFire off John Kincade Road and Burned Mountain Road, northeast of Geyserville in Sonoma County is 76,825 acres and 30% contained. https://fire.ca.gov/incidents/2019/10/23/kincade-fire/ … @CALFIRELNUpic.twitter.com/XYRH4Vbuus",0.997102216904049,1
"NEW INCIDENT 4:06 pm Occidental Rd at Frati Ln, Occidental Structure fire with CAL FIRE on order.pic.twitter.com/HabLuTzCr8",0.9984651317868924,1
"(Update 50, 10:21 pm) #KincadeFire Air attack over the fire reports tankers cannot work the fire on the Cobb side due to visibility. Requesting 3 VLATs and Tanker 134, checking the availability of scooper aircraft. Aircraft will be working the Bravo side of the fire.",0.9936569623064246,1
