Tweet,User,User_ID,Geo,HashTag,Date
If you hear Hi/Lo it's time to go!https://twitter.com/SantaRosaPolice/status/1179179324261289984 …,SonomaScanner,953586074751713280,,,Tue Oct 01 23:54:34 +0000 2019
"(Update 2, 4:54 pm didn't mean to make the last update the final update) Fire was knocked down on arrival, all Timber Cove units now on scene putting foam on fire fire.",SonomaScanner,953586074751713280,,,Tue Oct 01 23:53:56 +0000 2019
"(Final update, 4:46 pm) 4500 on scene reports 20' by 20' spot, continuing Timber Cove units and 1 CAL FIRE unit,canceling the balance.",SonomaScanner,953586074751713280,,,Tue Oct 01 23:46:25 +0000 2019
"(Update 1, 4:40 pm) Reporting Party reports a 15' by 15' spot with locals attempting to extinguish. @AlertWildfire cameras show no smoke.pic.twitter.com/rJkWSH5gm3",SonomaScanner,953586074751713280,,,Tue Oct 01 23:42:49 +0000 2019
"NEW INCIDENT 4:31 pm Seaview Rd at Timber Cove Rd, Timber Cove. Vegetation fire.",SonomaScanner,953586074751713280,,,Tue Oct 01 23:31:43 +0000 2019
"NEW INCIDENT 4:26 pm Magowan Dr at Yulupa Ave, Santa Rosa Tree down in the roadway.",SonomaScanner,953586074751713280,,,Tue Oct 01 23:25:41 +0000 2019
"SCSO code 3 INDIAN SPRINGS RD, DISTURBANCE FAMILY",SonomaScanner,953586074751713280,,,Tue Oct 01 20:35:06 +0000 2019
"SCSO , taking a child abuse report, north santa rosa posted for awareness",SonomaScanner,953586074751713280,,,Tue Oct 01 20:34:45 +0000 2019
https://www.patreon.com/posts/30405130,SonomaScanner,953586074751713280,,,Tue Oct 01 16:39:02 +0000 2019
"(Update 3, 10:25 pm) This is now reported a vehicle vs cow. It has gone from expanded traffic collision to traffic collision and now vehicle vs cow.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:26:45 +0000 2019
10:25pm Vehicle Vs Cow Roblar Rd,SonomaScanner,953586074751713280,,,Tue Oct 01 05:26:02 +0000 2019
10:23 open airway child breathing,SonomaScanner,953586074751713280,,,Tue Oct 01 05:23:19 +0000 2019
"(Update 2, 10:20 pm) All units to cancel, collision is actually in the area of Valley Ford Rd at Roblar Rd, Bloomfield. Different units being dispatched closer to the new area.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:22:04 +0000 2019
"(Update 1, 10:16) Reported overturned vehicle with all occupants out.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:17:15 +0000 2019
"NEW INCIDENT 10:15 pm Bodega Highway at Grandview Rd, Twin Hills Traffic collision.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:15:51 +0000 2019
NEW INCIDENT 10:13 pm Petaluma CPR being performed on an infant.,SonomaScanner,953586074751713280,,,Tue Oct 01 05:13:30 +0000 2019
"(Final update, 10:06 pm) 7582 clear and available.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:06:20 +0000 2019
"NEW INCIDENT 10:01 pm Safeway Petaluma Staging event for an unconscious subject, units now clear to enter.",SonomaScanner,953586074751713280,,,Tue Oct 01 05:02:33 +0000 2019
"NEW INCINDENT 9:21 pm Baile De Ciervos at Carriage Ln, Larkfeild. 7582 committed for 45 minutes to over haul an extinguished fire in a structure outside a home. The fire was extinguished on arrival.",SonomaScanner,953586074751713280,,,Tue Oct 01 04:23:19 +0000 2019
"(Final update, 9:19 pm) Minor injury, no vehicle involved.",SonomaScanner,953586074751713280,,,Tue Oct 01 04:20:08 +0000 2019
"(Update 1, 9:16 pm) CAL FIRE engine at scene has 1 bicyclist down, evaluating the patient.",SonomaScanner,953586074751713280,,,Tue Oct 01 04:16:36 +0000 2019
"NEW INCIDENT 9:01 pm San Antonio Rd at I St, Petaluma Bicycle accident.",SonomaScanner,953586074751713280,,,Tue Oct 01 04:02:09 +0000 2019
"NEW INCIDENT 8:05 pm Crest at Danbeck, Santa Rosa Engine 11 on scene of a single vehicle into a tree with moderate damage, negative extrication can handle with the ambulance.",SonomaScanner,953586074751713280,,,Tue Oct 01 03:06:51 +0000 2019
"Fire season is still here! Despite the light rain last night, the threat for open burning restrictions remain in place and ""the recent moderation in in weather is not adequate to prevent... a catastrophic wildfire"".https://twitter.com/CALFIRELNU/status/1178863574959214594 …",SonomaScanner,953586074751713280,,,Tue Oct 01 03:05:21 +0000 2019
"(Update 1, 6:31 pm) 1 patient down the roadway, CHP has the lane blocked.",SonomaScanner,953586074751713280,,,Tue Oct 01 01:29:53 +0000 2019
NEW INCIDENT 6:28 pm South bound 101 north of Petaluma Blvd North Vehicle into the center divide.,SonomaScanner,953586074751713280,,,Tue Oct 01 01:28:01 +0000 2019
"(Update 2, 6:25 pm) This incident had previously cleared, 9381 has now been requested back to the scene.",SonomaScanner,953586074751713280,,,Tue Oct 01 01:24:27 +0000 2019
"(Final update, 5:50 pm) #GeyservilleIC terminated, tac released all units available.",SonomaScanner,953586074751713280,,#GeyservilleIC,Tue Oct 01 00:49:27 +0000 2019
"(Update 1, 5:34 pm) Pickup truck engine compartment fire with heavy smoke showing.",SonomaScanner,953586074751713280,,,Tue Oct 01 00:33:56 +0000 2019
"NEW INCIDENT 5:31 pm South bound 101 at Petaluma Blvd, Petaluma Unit passing throguh the area reports vehicle on fire under the over crossing.",SonomaScanner,953586074751713280,,,Tue Oct 01 00:29:51 +0000 2019
"(Update 2, 5:17 pm) #GeyservilleIC canceling the additional ambulance.",SonomaScanner,953586074751713280,,#GeyservilleIC,Tue Oct 01 00:22:34 +0000 2019
"(Final update, 5:18 pm) Units on scene have located a pickup on the side of the road with ""no problem"", simply waiting for someone.",SonomaScanner,953586074751713280,,,Tue Oct 01 00:17:32 +0000 2019
NEW INCIDENT 5:11 pm Highway 37 at Lakeville Highway Vehicle fire fully loaded with wood.,SonomaScanner,953586074751713280,,,Tue Oct 01 00:10:12 +0000 2019
"(Update 1, 5:10 pm) #GeyservilleIC requesting a second code 3 ambulance.",SonomaScanner,953586074751713280,,#GeyservilleIC,Tue Oct 01 00:09:28 +0000 2019
"NEW INCIDENT 5:03 pm Highway 128 at East Soda Rock Ln, Geyserville 2 vehicle traffic collision between 2 Priuses. 1 driver not getting out.",SonomaScanner,953586074751713280,,,Tue Oct 01 00:03:52 +0000 2019
"SCSO taking an elderly abuse report, sonoma county, posting for awareness Adult Abuse Hotline: (800) 222-8000",SonomaScanner,953586074751713280,,,Mon Sep 30 20:05:12 +0000 2019
"SCSO, BOND STREET, BATTERY REPORT",SonomaScanner,953586074751713280,,,Mon Sep 30 20:04:29 +0000 2019
"SCSO APPIAN WY, GRAND THEFT REPORT",SonomaScanner,953586074751713280,,,Mon Sep 30 20:04:16 +0000 2019
"SCSO , HALL RD, DISTURBANCE FAMILY",SonomaScanner,953586074751713280,,,Mon Sep 30 18:27:04 +0000 2019
CAPRICORN WY / APOLLO WY DISTURBANCE DOMESTIC SRPD en route code 3,SonomaScanner,953586074751713280,,,Mon Sep 30 17:12:47 +0000 2019
"SCSO made 3 felony domestic violence arrests last night, all left physical bodily injury to their victim, one involved a firearm and a child. Posting for awareness purposes. DOMESTIC VIOLENCE HOTLINE: (707) 546-1234",SonomaScanner,953586074751713280,,,Mon Sep 30 16:57:57 +0000 2019
"9/30/2019 0819am SCSO code 3 for what sounds like a rape in progress or JUST happened, Sebastopol.",SonomaScanner,953586074751713280,,,Mon Sep 30 16:57:50 +0000 2019
"(Final update, 10:37 pm) #GreeneichIC all units were clear and available awhile ago, kinda busy tonight never got around to posting this.",SonomaScanner,953586074751713280,,#GreeneichIC,Mon Sep 30 05:38:11 +0000 2019
Haha! I guess!,SonomaScanner,953586074751713280,,,Mon Sep 30 05:36:42 +0000 2019
"(Final update, 10:31 pm) Engine 4 on scene of a vehicle missing its front wheel. PD to handle.",SonomaScanner,953586074751713280,,,Mon Sep 30 05:32:34 +0000 2019
"(Update 6, 10:30 pm) #Highway1IC Cal Trans 90 out, PG&E less then 30 out, CHP less then 15 out.",SonomaScanner,953586074751713280,,#Highway1IC,Mon Sep 30 05:30:38 +0000 2019
"(Update 1, 10:29 pm) Reported by a 3rd party, possibly a noise complaint for a group of kids. Engine 4 to continue code 3.",SonomaScanner,953586074751713280,,,Mon Sep 30 05:29:56 +0000 2019
"NEW INCINDENT 10:26 pm Brookshire Circle at Carissa Ave, Santa Rosa Possible vehicle fire.",SonomaScanner,953586074751713280,,,Mon Sep 30 05:28:15 +0000 2019
"(Update 5, 10:13 pm Cal Trans inquiring why they're needed ""Its their highway, they need to do traffic control""",SonomaScanner,953586074751713280,,,Mon Sep 30 05:13:30 +0000 2019
"NEW INCIDENT 10:04 pm Michelle Way at Mark West Springs Rd, Mark West Springs Arcing wires.",SonomaScanner,953586074751713280,,,Mon Sep 30 05:05:08 +0000 2019
"(Update 4, 10:00 pm) #MyersIC #Highway1IC is diverting traffic off Highway 1, AVOID THE AREA if possible.",SonomaScanner,953586074751713280,,#MyersIC #Highway1IC,Mon Sep 30 05:00:38 +0000 2019
"(Update 5, 9:57 pm) #BruceIC requesting Red Cross to assist 6 subjects with housing.",SonomaScanner,953586074751713280,,#BruceIC,Mon Sep 30 04:57:42 +0000 2019
"NEW INCIDENT 9:53 pm Chordelia Dr at Ahl Park Ct, Santa Rosa Traffic collision. Units on scene reports Ford with major front end damage however no one at scene on arrival.",SonomaScanner,953586074751713280,,,Mon Sep 30 04:54:30 +0000 2019
"(Update 4, 9:51 pm) #GreeneichIC transferred to Engine 10, some units being released.",SonomaScanner,953586074751713280,,#GreeneichIC,Mon Sep 30 04:52:21 +0000 2019
"(Update 3, 9:47 pm) #MyersIC established, requesting ""CHP or county roads or anyone"" for traffic control.",SonomaScanner,953586074751713280,,#MyersIC,Mon Sep 30 04:48:53 +0000 2019
"(Update 3, 9:46 pm) #GreeneichIC reports sufficient units at scene, canceling all incoming (Duty Chief 71 only unit still en route).",SonomaScanner,953586074751713280,,#GreeneichIC,Mon Sep 30 04:47:12 +0000 2019
"(Update 2, 9:44 pm) #GreeneichIC established on tac.",SonomaScanner,953586074751713280,,#GreeneichIC,Mon Sep 30 04:45:00 +0000 2019
"(Update 1, 9:43 pm) 3385 on scene, CAL FIRE to stage on London Ranch Rd.",SonomaScanner,953586074751713280,,,Mon Sep 30 04:43:38 +0000 2019
"(Update 2, 9:41 pm) Confirmed live wires down, traffic control being put in place.",SonomaScanner,953586074751713280,,,Mon Sep 30 04:42:03 +0000 2019
"(Update 1, 9:41 pm) Engine 10 on scene with light smoke showing.",SonomaScanner,953586074751713280,,,Mon Sep 30 04:41:24 +0000 2019
Units from the first fire available to respond are responding.pic.twitter.com/4x0NBoGdQU,SonomaScanner,953586074751713280,,,Mon Sep 30 04:40:37 +0000 2019
