Tweet,User,User_ID,Geo,HashTag,Date
"There's a proven correlation between cancer & firefighters, but cancer, in its many forms, also affects millions of people worldwide. During the month of October, CAL FIRE employees will be wearing the 2019 CAL FIRE “Cares Enough to Wear Pink” T-shirt on duty to raise awareness.pic.twitter.com/Y8oQXtypvm",CAL_FIRE,21249970,,,Tue Oct 01 18:08:21 +0000 2019
"#FrameFire off Hwy 198 & Frame Rd, east of Monterey County Line in Fresno County is 25 acres and 40% contained. @FresnoCoFirepic.twitter.com/ng4Xudkjf9",CAL_FIRE,21249970,,#FrameFire,Tue Oct 01 13:37:46 +0000 2019
"New Incident: #FrameFire off Hwy 198 & Frame Rd, east of Monterey County Line in Fresno County is 20 acres.pic.twitter.com/ZNZYuosv4Z",CAL_FIRE,21249970,,#FrameFire,Tue Oct 01 04:10:49 +0000 2019
"On Saturday, the CA Firefighter Memorial Ceremony paid tribute to firefighters who died in the line of duty. 34 firefighters from this year & previous years were recognized, including 5 CAL FIRE firefighters. Their names were added to the over 1,300 names on the memorial wall.pic.twitter.com/WJshNtdMeM",CAL_FIRE,21249970,,,Tue Oct 01 00:07:24 +0000 2019
Firefighters use LCES to remember life-saving instruction but you can also interpret these for use during a #wildfire! S serves as a reminder for safety zones. You can do this having a safe meeting place outside the wildfire area for you and your family to go during an emergency.pic.twitter.com/kMbdY8PJTt,CAL_FIRE,21249970,,#wildfire,Sun Sep 29 17:00:00 +0000 2019
"#HWYFire off of Hwy 99 and Hwy 149, Southeast of Chico in Butte County is 300 acres and 100% contained.pic.twitter.com/2Lan4Yi4C7",CAL_FIRE,21249970,,#HWYFire,Sun Sep 29 01:47:25 +0000 2019
"Correction: off of Hwy 99 and Hwy 149, Southeast of Chico in Butte County",CAL_FIRE,21249970,,,Sun Sep 29 01:39:38 +0000 2019
"New Incident: #HWYFire off of Hwy 99 and Hwy 49, Southeast of Chico in Butte County is 300 acres and 75% contained.pic.twitter.com/bmsBHex0PK",CAL_FIRE,21249970,,#HWYFire,Sun Sep 29 00:50:39 +0000 2019
"Today, at The California Firefighters Memorial Ceremony, we pay tribute and honor those who bravely and courageously made the ultimate sacrifice. They will never be forgotten. Watch the memorial live beginning at 11:30 AM. https://www.cafirefoundation.org/programs/california-firefighters-memorial/ …pic.twitter.com/FHkz5fGtbz",CAL_FIRE,21249970,,,Sat Sep 28 17:00:00 +0000 2019
#RedFlagWarning in effect on Saturday in Mono and Inyo Counties due to low pressure and gusty winds. Use caution when outdoors. https://www.fire.ca.gov/programs/communications/red-flag-warnings-fire-weather-watches/ …pic.twitter.com/01sLXGh75K,CAL_FIRE,21249970,,#RedFlagWarning,Fri Sep 27 23:22:55 +0000 2019
Firefighters use LCES to remember life-saving instruction but you can also interpret these for use during a #wildfire! E serves as a reminder for escape routes. You can do this by knowing 2 ways out of your community. Learn more at http://readyforwildfire.org pic.twitter.com/OXjp6hB7Ae,CAL_FIRE,21249970,,#wildfire,Fri Sep 27 17:00:00 +0000 2019
"#LopezFire off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County is 220 acres and 90% contained. CAL FIRE has transitioned out of unified command. For future updates on this incident contact the @LosPadresNF.",CAL_FIRE,21249970,,#LopezFire,Fri Sep 27 15:25:09 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 200 acres and 100% contained. http://fire.ca.gov/incidents pic.twitter.com/a4tavnXZyq,CAL_FIRE,21249970,,#DehesaFire,Fri Sep 27 01:24:13 +0000 2019
"Assisting/Not a CAL FIRE Incident: #MareFire off Tyler Road and Jennings Road, Northeast of Vallejo in Solano County. Lead Agency and for more information : @VallejoFirepic.twitter.com/mVxjNfoD2T",CAL_FIRE,21249970,,#MareFire,Thu Sep 26 22:21:25 +0000 2019
"#LopezFire off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County remains 220 acres and 85% contained. Evacuation information: @SLOSheriff Unified Command: @CALFIRE_SLO and @LosPadresNF http://fire.ca.gov/incidents pic.twitter.com/lsjWsq38Hy",CAL_FIRE,21249970,,#LopezFire,Thu Sep 26 13:53:27 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 200 acres and 95% contained. http://fire.ca.gov/incidents pic.twitter.com/faDMl2kO3P,CAL_FIRE,21249970,,#DehesaFire,Thu Sep 26 13:27:55 +0000 2019
"#WillowFire near 14000 block of Willow Rd, Northeast Lakeside in San Diego County is 52 acres and 100% contained. In Unified Command with @CALFIRESANDIEGO & @LakesideFire https://fire.ca.gov/incidents/2019 pic.twitter.com/4TIu5jsqqA",CAL_FIRE,21249970,,#WillowFire,Thu Sep 26 03:05:08 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 200 acres and 75% contained. @CALFIRESANDIEGO http://fire.ca.gov/incidents pic.twitter.com/Q345aTz4IV,CAL_FIRE,21249970,,#DehesaFire,Thu Sep 26 00:59:32 +0000 2019
"#WillowFire near 14000 block of Willow Rd, Northeast Lakeside in San Diego County is 20 acres and 75% contained. In Unified Command with @CALFIRESANDIEGO & @LakesideFire https://fire.ca.gov/incidents/2019 pic.twitter.com/DEobLIZc1A",CAL_FIRE,21249970,,#WillowFire,Thu Sep 26 00:51:46 +0000 2019
"#ElectraFire off Electra Road and Highway 49, east of Jackson in Amador County is 10 acres and 100% contained. Decrease in acreage is due to better mapping. http://fire.ca.gov/incidents pic.twitter.com/j2d55TE20D",CAL_FIRE,21249970,,#ElectraFire,Thu Sep 26 00:43:50 +0000 2019
"#ElectraFire off Electra Road and Highway 49, east of Jackson in Amador County is now 15 acres and 50% contained.pic.twitter.com/qq3skhjJbo",CAL_FIRE,21249970,,#ElectraFire,Wed Sep 25 23:13:38 +0000 2019
"#WillowFire near 14000 block of Willow Rd, Northeast Lakeside in San Diego County is 20 acres and 10% contained. In Unified Command with @CALFIRESANDIEGO & @LakesideFirepic.twitter.com/JHUPuIpOr9",CAL_FIRE,21249970,,#WillowFire,Wed Sep 25 23:04:21 +0000 2019
"New Incident: #WillowFire near 14000 block of Willow Rd, Northeast Lakeside in San Diego County is 20 acres. In Unified Command with @CALFIRESANDIEGO & @LakesideFire https://www.fire.ca.gov/incidents/2019/9/25/willow-fire/ …pic.twitter.com/1SMloRDL5D",CAL_FIRE,21249970,,#WillowFire,Wed Sep 25 21:25:25 +0000 2019
"#ElectraFire off Electra Road and Highway 49, east of Jackson in Amador County is now 15 acres and 10% contained.pic.twitter.com/klfQ7axpCn",CAL_FIRE,21249970,,#ElectraFire,Wed Sep 25 21:24:39 +0000 2019
"New Incident: #ElectraFire off Electra Road and Highway 49, east of Jackson in Amador County is 15 acres.pic.twitter.com/JPvyxZLo8v",CAL_FIRE,21249970,,#ElectraFire,Wed Sep 25 20:14:45 +0000 2019
Firefighters use LCES to remember life-saving instruction but you can also interpret these for use during a #wildfire! C serves as a reminder for communication and having a communication plan. You can do this by creating a point of contact for your family during an emergency.pic.twitter.com/qPZlBJyvR2,CAL_FIRE,21249970,,#wildfire,Wed Sep 25 17:06:34 +0000 2019
"#LopezFire off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County remains 220 acres and 70% contained. Evacuation information: https://twitter.com/SLOsheriff Unified Command: @CALFIRE_SLO and @LosPadresNF http://fire.ca.gov/incidents pic.twitter.com/z7xMv2so2O",CAL_FIRE,21249970,,#LopezFire,Wed Sep 25 14:02:17 +0000 2019
"#TullochFire by the intersection of Tulloch Road and Highway 108 in Jamestown, Tuolumne County, remains 83 acres and is 100% contained. @CALFIRETCU https://fire.ca.gov/incidents/ pic.twitter.com/gsP8TOq9we",CAL_FIRE,21249970,,#TullochFire,Wed Sep 25 13:58:35 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County remains 200 acres and is 21% contained. @CALFIRESANDIEGO http://fire.ca.gov/incidents pic.twitter.com/fThz8GDqKY,CAL_FIRE,21249970,,#DehesaFire,Wed Sep 25 13:38:17 +0000 2019
"#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 200 acres and 10% contained. All evacuation orders, warnings and road closures associated with this incident have been lifted. @CALFIRESANDIEGO http://fire.ca.gov/incidents pic.twitter.com/NrXlnpXbeW",CAL_FIRE,21249970,,#DehesaFire,Wed Sep 25 03:19:19 +0000 2019
"#LopezFire off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County remains 220 acres and 70% contained. Evacuation information: https://twitter.com/SLOsheriff Unified Command: @CALFIRE_SLO and @LosPadresNF http://fire.ca.gov/incidents pic.twitter.com/zP6vdNkuhf",CAL_FIRE,21249970,,#LopezFire,Wed Sep 25 01:48:16 +0000 2019
"#TullochFire by the intersection of Tulloch Road and Highway 108 in Jamestown, Tuolumne County, is 83 acres and 95% contained. @CALFIRETCU https://fire.ca.gov/incidents/ pic.twitter.com/2U62a5gXQy",CAL_FIRE,21249970,,#TullochFire,Wed Sep 25 01:34:42 +0000 2019
"#ReservoirFire off Calaveras Road and Felter Road, northeast of Milpitas in Santa Clara County is 128 acres and 100% contained. All road restrictions have been lifted. @calfireSCU http://fire.ca.gov/incidents pic.twitter.com/lHlNwlzOio",CAL_FIRE,21249970,,#ReservoirFire,Wed Sep 25 01:28:37 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 200 acres and 0% contained. http://fire.ca.gov/incidents pic.twitter.com/mIbBOlXjlc,CAL_FIRE,21249970,,#DehesaFire,Wed Sep 25 01:18:19 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 150 acres.,CAL_FIRE,21249970,,#DehesaFire,Tue Sep 24 23:42:15 +0000 2019
#DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County is 100 acres.pic.twitter.com/hYC01684Co,CAL_FIRE,21249970,,#DehesaFire,Tue Sep 24 23:36:21 +0000 2019
New Incident: #DehesaFire off Dehesa Road and Sloan Canyon Road in San Diego County in 25 acres.pic.twitter.com/h060yxfZHK,CAL_FIRE,21249970,,#DehesaFire,Tue Sep 24 23:02:31 +0000 2019
