Tweet,User,User_ID,Geo,HashTag,Date
SoCo TPW Update: SMART crossing @Petaluma Hill & Woodward undergoing safety enhancements. Expect delays throughout month of October. Plan commute accordingly. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays.,SoCo_TPW,4294264994,,,Tue Oct 01 22:30:43 +0000 2019
#SonomaCounty TPW Update: Stewarts Point Skaggs Springs Road is now open to one lane traffic control. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!,SoCo_TPW,4294264994,,#SonomaCounty,Tue Sep 24 17:23:32 +0000 2019
#SonomaCounty TPW Update: Stewarts Point Skaggs Springs Road is closed at Rock Pile Road and Old Skaggs Road due to Logging truck vs power pole.. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!,SoCo_TPW,4294264994,,#SonomaCounty,Tue Sep 24 14:19:52 +0000 2019
SoCo TPW Update: REMINDER: Boyes Blvd. Bridge closed from Tuesday (9/24) to January 2020. No vehicle access at any time. Detour to Agua Caliente Rd. or Verano Ave. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays.,SoCo_TPW,4294264994,,,Tue Sep 24 00:00:30 +0000 2019
#SonomaCounty TPW Update: Arnold Dr. roundabout will be closed from 11:00am to 1:00pm on Tuesday (9/24). Please use alternate route. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!,SoCo_TPW,4294264994,,#SonomaCounty,Tue Sep 24 00:00:29 +0000 2019
SoCo TPW Update: Boyes Blvd. Bridge closed to vehicles from Tuesday (9/24) to January 2020. No vehicle access at any time. Use Agua Caliente or Verano for detours. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays.,SoCo_TPW,4294264994,,,Sat Sep 21 00:00:49 +0000 2019
#SonomaCounty TPW Update: Bohemian Hwy has been reopened from this winters storm. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!,SoCo_TPW,4294264994,,#SonomaCounty,Thu Sep 19 18:38:28 +0000 2019
SoCo TPW Update: Roundabout @Arnold Dr. and Agua Caliente will be closed for road construction on Thursday (9/12) from 10am to 2pm. Please use alternate route. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays.,SoCo_TPW,4294264994,,,Thu Sep 12 00:00:58 +0000 2019
"#SonomaCounty TPW Update: Work on Porter Creek Rd at Petrified Forest Rd/Calistoga Rd, Sept 16-17 between 7am and 5pm. There will be significant delays. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!",SoCo_TPW,4294264994,,#SonomaCounty,Wed Sep 11 21:49:50 +0000 2019
SoCo TPW Update: Armstrong Woods Rd. construction (9/3-9/2) from Hwy. 116 to State Park: One lane will remain open; pilot car on site. Expect delays. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive s...,SoCo_TPW,4294264994,,,Tue Sep 03 20:01:04 +0000 2019
"#SonomaCounty TPW Update: Road closure near 538 Irwin Lane for culvert repair, August 27 - September 10, Monday through Thursday, 7:00 am and 5:00 pm. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!",SoCo_TPW,4294264994,,#SonomaCounty,Mon Aug 26 21:39:23 +0000 2019
The Tour De Fox Wine Country will be taking place August 24th. It will start and finish at Kendall-Jackson Wine Estate and Gardens in Santa Rosa. Please take note multiple #SonomaCounty roads will be impacted. See all upcoming permitted events here: http://sonomacounty.ca.gov/PRMD/Eng-and-Constr/Engineering/Special-Events-Calendar/ …,SoCo_TPW,4294264994,,#SonomaCounty,Thu Aug 22 18:45:25 +0000 2019
"Note: The Santa Rosa Marathon will be taking place Aug 24 and 25 and will impact #SonomaCounty roads: Willowside Road, Guerneville Road, Olivet Road, Oakwild Lane, Woolsey Road, Wood Road, Fulton Road, Piner Road. See all upcoming permitted events here: http://sonomacounty.ca.gov/PRMD/Eng-and-Constr/Engineering/Special-Events-Calendar/ …",SoCo_TPW,4294264994,,#SonomaCounty,Thu Aug 22 18:27:56 +0000 2019
"SoCo TPW: Arnold Rd. under construction from Boyes Blvd. to Madrone Rd. tomorrow (8/21). Expect long delays - if possible, use Boyes and Madrone as alternate routes. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays.",SoCo_TPW,4294264994,,,Wed Aug 21 00:00:38 +0000 2019
"#SonomaCounty TPW Update: Green Hill Rd. will remain closed until Friday, August 23rd. Please continue to use Mill Station Rd. as detour. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!",SoCo_TPW,4294264994,,#SonomaCounty,Tue Aug 20 00:00:45 +0000 2019
#SonomaCounty TPW Update: FULL ROAD CLOSURE: Emergency work at 2948 Piner Road from August 19 through August 26. Use River Road as a detour. Visit http://roadconditions.sonoma-county.org/ for an up-to-the-minute listing of Road Closures & Delays. Drive safe!,SoCo_TPW,4294264994,,#SonomaCounty,Mon Aug 19 22:55:06 +0000 2019
